#,Seccion,Area,Nombre Area,Subarea,Nombre Subarea,Tipo,Pregunta,Opcion A,Opcion B,Opcion C,Respuesta correcta,Explicacion,Dificultad,Imagen URL,Tags,Piloto,Veces visto,Veces correcto,Stimulus ID,ID,Creada
504,disciplinar,3,Desarrollo de Sistemas de Software,2,Paradigmas de programacion,single,Un metodo calcularPrecio() de la clase Carrito accede repetidamente a campos y metodos internos de Cliente en vez de los suyos. ¿Que code smell es este?,Magic number,Codigo duplicado,Feature envy,C,Feature envy ocurre cuando un metodo usa mas datos de otra clase que de la propia; la solucion suele ser mover el metodo a esa otra clase.,medium,,,no,0,0,,b4085a2e-4b90-485a-96b5-e6beacb8b06c,2026-05-29T05:21:05.650362+00:00
505,disciplinar,3,Desarrollo de Sistemas de Software,2,Paradigmas de programacion,single,Un equipo modela un sistema donde la clase Gerente hereda atributos y metodos de la clase Empleado y agrega nuevos campos. ¿Que pilar de OOP esta aplicandose?,Herencia,Polimorfismo,Encapsulamiento,A,La herencia permite que una clase (Gerente) reutilice y extienda atributos y metodos de otra (Empleado).,easy,,,no,0,0,,aabce155-6ea8-407a-b15c-ff88e093f6d0,2026-05-29T05:21:05.650362+00:00
506,disciplinar,3,Desarrollo de Sistemas de Software,2,Paradigmas de programacion,single,El control de versiones (Git) permite:,Compilar código más rápido,"Rastrear cambios, colaborar en equipo, crear ramas y revertir a versiones anteriores",Solo guardar archivos,B,"Git: historial de cambios, ramas para features, merges, revertar errores, colaboración.",medium,,,no,0,0,,4fedf817-116e-4c14-a7d3-d66a12b0c73e,2026-05-29T02:16:20.387217+00:00
507,disciplinar,3,Desarrollo de Sistemas de Software,2,Paradigmas de programacion,single,"Un metodo procesarVenta() tiene 250 lineas con varios bloques bien diferenciados (validar, calcular, persistir, notificar). ¿Que tecnica de refactorizacion conviene aplicar primero?",Replace Conditional with Polymorphism,Extract Method,Introduce Parameter Object,B,"Extract Method permite dividir un metodo largo en sub-metodos con nombres descriptivos, mejorando legibilidad y reutilizacion.",medium,,,no,0,0,,266ea1d1-b846-4241-bc6a-9796e3e14a3b,2026-05-29T05:21:05.650362+00:00
508,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Una empresa migra de VMs a contenedores y a la par considera serverless (AWS Lambda) para algunas funciones. La PM pregunta cual es la diferencia clave de modelo de ejecucion entre contenedores y serverless, mas alla de 'no manejas servidores'. ¿Cual respuesta tecnica es correcta?","Serverless usa contenedores internamente, asi que son lo mismo","Contenedores corren procesos persistentes que el equipo escala y mantiene; serverless ejecuta funciones por evento, con autoscaling automatico a 0, billing por invocacion/duracion y cold start como tradeoff",Serverless siempre es mas barato que contenedores,B,(b) correcto: el modelo de ejecucion es la diferencia clave. Contenedores = procesos long-running gestionados; Serverless = ejecucion event-driven con scale-to-zero y cold start. (a) AWS Lambda usa microVMs (Firecracker) pero el modelo expuesto al desarrollador es distinto al de contenedor persistente. (c) depende del patron de trafico: trafico constante alto puede ser mas caro en serverless que en contenedores.,medium,,,no,0,0,,19aea5e4-be17-4ee6-a9dc-4e7825e2f3ab,2026-05-29T10:42:54.620171+00:00
509,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Las pruebas de rendimiento (performance) miden:,"Tiempos de respuesta, throughput y uso de recursos bajo condiciones normales de carga",La usabilidad del sistema,Si el código tiene bugs,A,"Performance: mide velocidad, capacidad y uso de recursos bajo carga esperada.",medium,,,no,0,0,,d8ff7ab8-1706-4714-97c5-fbdc50dc9758,2026-05-29T02:16:20.387217+00:00
510,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,La tabla de decisión como técnica de caja negra:,Enumera combinaciones de condiciones y las acciones resultantes para probar cada combinación,Prueba solo un caso,Solo prueba errores,A,Tabla de decisión: lista todas las combinaciones de condiciones de entrada y las acciones/resultados esperados.,medium,,,no,0,0,,c4e34a9a-ef11-441b-94e8-c09e94debce8,2026-05-29T02:16:20.387217+00:00
511,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"En una pipeline CI/CD, el orden típico de etapas tras un push a la rama main es:",Despliegue → Pruebas → Build,Build (compilación/empaquetado) → Pruebas automatizadas → Análisis estático → Despliegue a staging → Pruebas E2E → Despliegue a producción,Despliegue → Build → Pruebas,B,"Una pipeline CI/CD bien diseñada falla rápido: primero compila, luego corre pruebas unitarias e integración, luego análisis estático/SAST, despliega a staging para E2E y solo entonces a producción. Fuente: 'DevOps.pdf' (Drive Área 3).",medium,cicd-pipeline.png,"CICD,DevOps,pipeline",no,0,0,,57b95965-8fed-541a-9af8-ac960b834eb1,2026-05-30T17:06:13.443506
512,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un tester recibe solo la especificacion: el campo edad acepta de 18 a 65, y disena casos con 17, 18, 65 y 66. ¿Que tecnica de caja negra esta aplicando?",Valores limite,Cobertura de sentencias estructural,Tabla de decision exhaustiva,A,"La tecnica de valores limite prueba los bordes del rango valido (justo dentro y justo fuera), donde suelen concentrarse los defectos.",medium,,,no,0,0,,1fa1cf55-a9f2-493c-8997-ace29320df05,2026-05-29T05:21:05.650362+00:00
513,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un IDE moderno como Visual Studio Code, IntelliJ o Eclipse aporta principalmente:",Hosting gratuito del código en la nube,"Editor, depurador integrado, autocompletado, refactoring, integración con SCM y soporte para múltiples lenguajes, todo en una sola herramienta",Servidores de aplicaciones para producción,B,"Un Integrated Development Environment integra herramientas que antes eran separadas (editor, compilador, debugger, gestor de versiones, terminal). Aumenta productividad y reduce el cambio de contexto.",easy,,"IDE,desarrollo,productividad",no,0,0,,02891530-f863-5671-ae66-e2abd91544ef,2026-05-30T17:06:13.443544
514,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"En Git, una rama (branch) sirve para:",Crear una copia física separada del repositorio en otra máquina,"Mantener una línea de desarrollo independiente que apunta a un commit específico, permitiendo trabajar en features sin afectar la rama principal",Hacer respaldo automático en la nube,B,"En Git, una rama es solo un puntero móvil a un commit. Permite desarrollo paralelo (feature branches) que luego se mergean. No es una copia física (un repositorio entero es una copia, no una rama).",easy,git-branches.png,"Git,branches,SCM",no,0,0,,e246af9d-f983-5a37-b235-32582146950c,2026-05-30T17:06:13.443563
515,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"El versionamiento semántico (SemVer) usa el formato MAJOR.MINOR.PATCH. Si se publica la versión 2.4.1 y se incorpora una corrección de bug sin cambios de API, la siguiente versión debe ser:",3.0.0,2.4.2,2.5.0,B,"SemVer: MAJOR rompe compatibilidad, MINOR agrega funcionalidad compatible, PATCH es solo correcciones compatibles. Una corrección de bug sin cambios de API incrementa PATCH. Fuente: 'Versionamiento Alfa/Beta.pdf' (Drive Área 3).",medium,,"SemVer,versionamiento,SCM",no,0,0,,92d9c504-6f2e-5e38-a8c8-0cea2b352184,2026-05-30T17:06:13.443580
516,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Las pruebas de usabilidad evalúan:,Si el código tiene bugs,"Si los usuarios pueden usar el sistema de forma efectiva, eficiente y satisfactoria",La velocidad del servidor,B,"Usabilidad: usuarios reales prueban el sistema para evaluar facilidad de uso, eficiencia y satisfacción.",medium,,,no,0,0,,e9a49b45-a4f2-403d-8f53-762a0d039602,2026-05-29T02:16:20.387217+00:00
517,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Las pruebas de seguridad buscan:,Errores funcionales,"Vulnerabilidades como inyección SQL, XSS, accesos no autorizados",Problemas de usabilidad,B,"Security testing: identificar vulnerabilidades (inyección, XSS, autenticación débil, exposición de datos).",medium,,,no,0,0,,f7a80080-96bf-46b7-9e0f-337a835a5f1e,2026-05-29T02:16:20.387217+00:00
518,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,El concepto de 'Infrastructure as Code' (IaC) en DevOps consiste en:,Escribir el código de aplicación dentro de los servidores de producción,"Definir y aprovisionar la infraestructura (servidores, redes, balanceadores) mediante archivos de configuración versionados en Git (Terraform, CloudFormation, Ansible)",Migrar todo el código a un servidor único,B,"IaC permite tratar la infraestructura como código: reproducible, versionable, auditable y desplegable automáticamente. Esto elimina el 'snowflake server' configurado a mano.",hard,,"IaC,DevOps,Terraform",no,0,0,,9d67574f-d613-58cf-a643-bb13e764f6a7,2026-05-30T17:06:13.443663
519,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,La pirámide de pruebas sugiere:,Solo pruebas manuales,Muchas pruebas E2E y pocas unitarias,"Muchas pruebas unitarias en la base, menos de integración y pocas E2E en la cima",C,"Pirámide: base ancha de unitarias (rápidas, baratas), capa media de integración, punta de E2E (lentas, caras).",medium,,,no,0,0,,6fca39ed-90e7-4750-b9c9-5a390abdfa10,2026-05-29T02:16:20.387217+00:00
520,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Las pruebas de regresión verifican:,Que cambios recientes no rompieron funcionalidad existente,Seguridad del sistema,Rendimiento bajo carga,A,Regresión: re-ejecutar pruebas existentes tras cambios para asegurar que nada se rompió.,medium,,,no,0,0,,252ea73f-8ae9-4072-b435-013865efd0bf,2026-05-29T02:16:20.387217+00:00
521,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Partición de equivalencia divide las entradas en:,Valores aleatorios,"Clases donde todos los valores se comportan igual, probando un representante",Valores extremos únicamente,B,"Clases equivalentes (ej: números 1-100, negativos, >100). Probar un representante de cada clase.",medium,,,no,0,0,,a751497b-05ab-47c1-bff7-e17a099f23b5,2026-05-29T02:16:20.387217+00:00
522,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Valores límite consiste en:,"Probar en los bordes de los rangos (mín, mín+1, máx-1, máx)",Solo valores aleatorios,Probar todos los valores posibles,A,"Valores límite: para rango 1-100, probar con 0, 1, 2, 99, 100, 101.",medium,,,no,0,0,,e7049ccb-bbce-41d8-a8a3-a3676c547533,2026-05-29T02:16:20.387217+00:00
523,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un breakpoint condicional en un debugger se usa cuando:,"Se quiere detener la ejecución solo cuando se cumple una condición específica, por ejemplo cuando una variable alcanza un valor",Se necesita compilar el código de forma incremental,Se desea publicar la aplicación condicionalmente,A,"Los breakpoints condicionales detienen la ejecución solo si una expresión booleana es verdadera. Útiles para encontrar bugs que ocurren en iteración 5,000 sin tener que parar manualmente en cada una.",medium,,"debugger,breakpoints,depuracion",no,0,0,,946f6feb-bd0a-56b8-9d5c-4e0835f37b96,2026-05-30T17:06:13.443744
524,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Caja negra se caracteriza porque:,Solo se prueban errores de compilación,Se conoce el código interno,Se prueban entradas y salidas sin conocer la implementación interna,C,Caja negra: desconoces el código. Pruebas basadas en entradas→salidas esperadas.,medium,,,no,0,0,,dd0826bf-64a0-4e32-bca7-210d1df4c124,2026-05-29T02:16:20.387217+00:00
525,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Pruebas de integración verifican:,Funciones individuales aisladas,La correcta interacción entre módulos integrados,La interfaz gráfica,B,Integración: módulos combinados interactúan correctamente.,medium,,,no,0,0,,928c266c-e83a-414f-a582-cd94e63dbf00,2026-05-29T02:16:20.387217+00:00
526,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Branch coverage en caja blanca requiere:,Ejecutar todas las líneas,Ejecutar ambas ramas (true/false) de cada decisión,Solo el camino principal,B,Branch coverage: cada decisión (if/else) probada por rama verdadera y falsa.,medium,,,no,0,0,,2900eee9-fda9-46c7-b3d8-89bf56f95028,2026-05-29T02:16:20.387217+00:00
527,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un test de integracion falla solo en el pipeline de CI pero pasa en la maquina local del desarrollador. ¿Cual es la causa raiz mas probable a investigar primero?,Que el lenguaje sea interpretado en vez de compilado,"Diferencias de entorno (variables, versiones, dependencias) entre CI y local",Que el codigo tenga un bug logico distinto entre ramas,B,"Fallos solo en CI suelen deberse a diferencias de entorno: variables, versiones de runtime, dependencias de SO o datos seed distintos.",hard,,,no,0,0,,6f80827e-6538-4649-944a-0c2300c7adbc,2026-05-29T05:21:05.650362+00:00
528,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un equipo TDD escribe primero una prueba que falla, luego el codigo minimo para que pase y finalmente limpia el codigo. ¿Como se llama este ciclo?",Analyze-Design-Implement,Red-Green-Refactor,Plan-Do-Check-Act,B,"El ciclo TDD es Red (test que falla), Green (codigo minimo que pasa) y Refactor (limpiar manteniendo verde).",medium,,,no,0,0,,47e7332b-855f-49ad-935b-2155d871ec28,2026-05-29T05:21:05.650362+00:00
529,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un equipo necesita garantizar que cada combinacion de reglas de negocio (cliente VIP/regular x metodo de pago x region) sea probada sistematicamente. ¿Que tecnica de caja negra es ideal?,Cobertura de sentencias estructural,Tabla de decision,Prueba de humo rapida,B,"Las tablas de decision modelan combinaciones de condiciones y resultados esperados, asegurando cobertura sistematica de reglas de negocio.",hard,,,no,0,0,,1892acbf-f6ad-42f1-b689-21d58869e424,2026-05-29T05:21:05.650362+00:00
530,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Una herramienta de análisis estático de código (linter o SAST) como SonarQube o ESLint:,Ejecuta el código en producción para detectar fallos en runtime,"Analiza el código fuente sin ejecutarlo, detectando smells, vulnerabilidades conocidas, complejidad excesiva y violaciones de estilo",Compila el código a binario optimizado,B,"El análisis estático examina el código sin ejecutarlo, encontrando patrones problemáticos (inyección SQL potencial, complejidad ciclomática alta, código muerto). Complementa pero no reemplaza pruebas dinámicas.",medium,,"SAST,linter,calidad-codigo",no,0,0,,882e1b2e-20cb-5a9d-99e3-d230af478dfb,2026-05-30T17:06:13.443838
531,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un QA disena casos a partir de un diagrama de estados de un pedido (creado, pagado, enviado, entregado, cancelado) probando cada transicion valida e invalida. ¿Que tecnica de caja negra usa?",Particion de equivalencia clasica,Tabla de decision combinatoria,Transicion de estados,C,"La tecnica de transicion de estados disena casos a partir de un modelo de estados, validando transiciones permitidas y prohibidas.",medium,,,no,0,0,,e7b87d03-0d59-452b-9aa2-9cb5aafa174f,2026-05-29T05:21:05.650362+00:00
532,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un equipo usa Git con feature branches y exige que cada cambio pase por una pull request revisada antes de fusionarse a main. ¿Que objetivo principal cumple este flujo?,Eliminar la necesidad de pruebas automatizadas,Asegurar revision de codigo y proteger la rama principal,Reducir el tamano fisico del repositorio,B,"Las pull requests permiten code review, ejecucion de CI y aprobaciones antes de fusionar a main, protegiendo la calidad y la rama estable.",medium,,,no,0,0,,d2332c5b-14b2-4521-a6ea-829dedc8ff29,2026-05-29T05:21:05.650362+00:00
533,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un equipo logra 95% de cobertura de sentencias pero sigue habiendo bugs en produccion. ¿Cual es la limitacion fundamental de esa metrica?,Ejecutar una linea no garantiza que se hayan probado todas sus condiciones y casos limite,La cobertura de sentencias garantiza ausencia de bugs por definicion,La cobertura solo aplica a pruebas de aceptacion finales,A,"Cubrir lineas no equivale a cubrir todos los caminos, ramas, condiciones y casos limite; alta cobertura no implica calidad de aserciones.",hard,,,no,0,0,,a09f59f5-19aa-46ed-8d54-6120ee1a2969,2026-05-29T05:21:05.650362+00:00
534,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un QA necesita verificar el tiempo de respuesta promedio de un endpoint bajo 1000 usuarios concurrentes sin saturar el sistema. ¿Que tipo de prueba aplica?,Prueba de rendimiento,Prueba de aceptacion final,Prueba de seguridad y penetracion,A,Las pruebas de rendimiento miden tiempos de respuesta y throughput bajo carga esperada; estres seria llevarlo al limite.,medium,,,no,0,0,,94636a15-030f-46bb-a3ca-4a448a67ea86,2026-05-29T05:21:05.650362+00:00
535,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un equipo somete una API a 5 veces su carga maxima esperada para descubrir el punto de quiebre del sistema. ¿Que tipo de prueba ejecuta?,Prueba de estres,Prueba de regresion programada,Prueba unitaria aislada,A,Pruebas de estres llevan al sistema mas alla de su capacidad esperada para encontrar el limite y observar el comportamiento al fallar.,medium,,,no,0,0,,85bba7e5-b760-4810-9e32-f577bdc58055,2026-05-29T05:21:05.650362+00:00
536,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Tras corregir un bug en el modulo de facturacion, el equipo ejecuta toda la suite de pruebas para verificar que no se rompio nada mas. ¿Que tipo de prueba realiza?",Prueba de estres maxima,Prueba unitaria nueva,Prueba de regresion,C,Las pruebas de regresion verifican que cambios o correcciones nuevas no rompan funcionalidad ya existente que antes pasaba.,medium,,,no,0,0,,daa6924c-2e26-47de-9f73-b89bbc761150,2026-05-29T05:21:05.650362+00:00
537,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un equipo divide las entradas validas de un formulario de edad en grupos: menores (0-17), adultos (18-64) y mayores (65+), probando un valor representativo de cada grupo. ¿Que tecnica usa?",Particion de equivalencia,Cobertura de caminos,Transicion de estados,A,"La particion de equivalencia agrupa entradas con comportamiento esperado equivalente y prueba un representante por clase, reduciendo casos sin perder cobertura.",medium,,,no,0,0,,0d9ef078-2fa0-4eb6-90c7-f0eb1230dc93,2026-05-29T05:21:05.650362+00:00
538,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Diferencia entre estrés y volumen:,Son iguales,Volumen es más estresante,Estrés lleva al sistema al límite de carga; volumen prueba con grandes cantidades de datos,C,Estrés = sobrecarga de usuarios simultáneos. Volumen = grandes cantidades de datos.,medium,,,no,0,0,,11e91e38-1dc4-432c-bcc6-b29fd0ca8994,2026-05-29T02:16:20.387217+00:00
539,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un QA disena casos de prueba conociendo el codigo fuente para ejercitar todas las ramas de los if. ¿Que tecnica esta aplicando?,Caja negra con particion de equivalencia,Prueba exploratoria sin diseno previo,Caja blanca con cobertura de ramas,C,Caja blanca exige conocer el codigo y la cobertura de ramas asegura que cada if true/false sea ejecutado al menos una vez.,medium,,,no,0,0,,1cf4dd05-4058-4363-b021-f4bd01a17de7,2026-05-29T05:21:05.650362+00:00
540,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,El cliente final ejecuta escenarios reales en un ambiente de staging para aprobar la entrega del sistema. ¿Que tipo de prueba es esta?,Aceptacion (UAT),Integracion modular,Unitaria interna,A,UAT (User Acceptance Testing) la ejecuta el usuario o cliente para validar que el sistema cumple sus necesidades antes de aceptar la entrega.,easy,,,no,0,0,,c3169c5f-f2b1-4a1c-9976-deb03660f848,2026-05-29T05:21:05.650362+00:00
541,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Una desarrolladora valida que la funcion calcularDescuento(100, 0.1) retorna 90 ejecutandola de forma aislada con un framework como JUnit o Vitest. ¿Que tipo de prueba es esta?",Prueba de sistema,Prueba de aceptacion,Prueba unitaria,C,"Las pruebas unitarias validan funciones o metodos individuales de forma aislada, normalmente con frameworks como JUnit, Vitest o pytest.",easy,,,no,0,0,,a6de95e9-4067-4a20-92eb-56ac35926550,2026-05-29T05:21:05.650362+00:00
542,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Una desarrolladora ejecuta 'git rebase main' sobre su feature branch que ya estaba pusheada al remoto y compartida con 2 colegas. El push falla con 'non-fast-forward'. Ella hace 'git push --force' y los colegas pierden commits. El arquitecto explica la regla violada y la alternativa segura. ¿Cual es?,"Regla: 'no reescribir historia compartida'. Alternativa segura: usar 'git push --force-with-lease' que falla si otros pushearon, o coordinar pull --rebase con los colegas antes de force-push, o preferir merge en branches compartidos",Regla: nunca usar rebase. Alternativa: usar merge siempre,Regla: hacer commit en main directamente para evitar branches,A,(b) correcto: 'no reescribir historia compartida' es la regla; --force-with-lease es la version segura que respeta lo que pushearon otros despues de tu ultimo fetch. (a) rebase es valido en branches privadas; la regla no es 'nunca rebase' sino 'no reescribir historia compartida'. (c) commitear en main es peor practica y no aplica al problema.,hard,,,no,0,0,,b4321e16-1c75-43e0-9a64-5da0475773d3,2026-05-29T10:42:54.620171+00:00
543,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un proyecto Python necesita reproducibilidad exacta: que cualquier desarrollador instale las MISMAS versiones de dependencias y subdependencias transitivas. El equipo discute entre requirements.txt simple, poetry con lockfile, y pip con --freeze. ¿Cual opcion garantiza reproducibilidad completa incluyendo transitives?","Poetry (o pip con un lockfile como pip-tools/pip-compile): el lockfile congela TODA la cadena de dependencias transitivas con hashes verificables, asegurando builds bit-exact reproducibles",requirements.txt con versiones especificadas con == para cada dependencia directa,"pip install --upgrade siempre, para que todos tengan la ultima version",A,"(b) correcto: un lockfile (poetry.lock, pip-compile, Pipfile.lock) congela el grafo completo incluyendo transitives con hashes; eso es reproducibilidad real. (a) requirements.txt con == solo fija directas; las transitives pueden cambiar y romper el build. (c) --upgrade es lo opuesto de reproducible: rompe el determinismo intencionalmente.",medium,,,no,0,0,,25b9fd92-7320-4bd0-a5d4-75555b3d11c1,2026-05-29T10:42:54.620171+00:00
544,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un equipo escribe un Dockerfile para una app Node.js que tarda 4 minutos en builds completos. El analisis muestra que 'COPY . .' invalida el layer cache cuando solo cambia un .ts, forzando re-ejecucion de 'npm install'. ¿Cual reordenamiento del Dockerfile aprovecha las layers cacheadas correctamente?",1) COPY package*.json ./   2) RUN npm install   3) COPY . .   4) RUN build. Asi cambios en src/ no invalidan el layer de npm install,Poner 'COPY . .' antes que 'npm install' para que el codigo este disponible,Combinar todo en una sola RUN gigante para que sea atomico,A,"(c) correcto: Docker cachea layers por hash del input. Si package.json no cambia, el layer de npm install se reusa. Cambios en codigo solo invalidan layers posteriores. (a) hace que cualquier cambio de codigo invalide npm install: empeora el problema. (b) un solo RUN gigante elimina TODO el cacheo intermedio; cada cambio rebuildea todo.",medium,,,no,0,0,,77547c41-2871-40c8-9915-9736e237fd90,2026-05-29T10:42:54.620171+00:00
545,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un equipo distribuye una imagen Docker de produccion que pesa 1.2GB porque incluye el toolchain Go completo aunque la app es un binario estatico. El DevOps lider propone una optimizacion que reduce el tamano a 25MB sin sacrificar el build reproducible. ¿Que tecnica usa?,Comprimir el binario con UPX dentro de la imagen golang:1.21,"Multi-stage build: primera etapa 'FROM golang:1.21 AS builder' compila; segunda etapa 'FROM scratch' (o alpine/distroless) copia solo el binario final, descartando el toolchain",Cambiar de Docker a Podman porque genera imagenes mas pequenas,B,"(c) correcto: multi-stage es la tecnica estandar para builds reproducibles + imagen final minima. (a) UPX reduce el binario pero la imagen sigue con toda la cadena Go (gigas). (b) Podman usa el mismo formato OCI; el tamano final lo determina el Dockerfile, no el runtime.",hard,,,no,0,0,,779cdcc0-9d84-4adb-8d3f-30c791286f53,2026-05-29T10:42:54.620171+00:00
546,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un equipo distribuido entre Mexico, Espana y Argentina trabaja en un monorepo Node.js. Los CI builds tardan 18 minutos porque cada job clona el repo entero y descarga node_modules. El DevOps propone tres estrategias. ¿Cual ataca AMBOS bottlenecks (clone + dependencies) con menor inversion?",Cambiar de GitHub Actions a Jenkins on-premise para evitar la red,Activar 'shallow clone' (depth=1) y cachear el directorio node_modules / lockfile en el storage del CI con key derivada del hash de package-lock.json,Reescribir el monorepo a multiples repos para que cada job clone solo lo necesario,B,"(b) ataca ambos bottlenecks con minima inversion: shallow clone trae solo el commit actual (no toda la historia) y el cache de dependencias evita re-descargar npm install. (a) cambiar de CI es una migracion masiva y no resuelve el clone/deps de raiz. (c) romper el monorepo es un cambio arquitectonico mayor con muchos side effects (release coordination, code sharing), desproporcionado para el problema.",medium,,,no,0,0,,e7aaa2bc-c46a-45b8-affe-f1c61a80988c,2026-05-29T10:42:54.620171+00:00
547,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,"Un equipo descubre que durante 3 semanas merged una clave de Stripe en un commit en main del repo publico. El secret fue rotado, pero sigue en la historia de git. La pregunta del security team: ¿basta con un nuevo commit borrando la linea? ¿Como se elimina REALMENTE de la historia?","Sí, basta con un commit nuevo que borre la linea: git solo guarda el ultimo estado del archivo",Hacer 'git revert' del commit que introdujo el secreto y eso lo elimina de la historia,"Hay que reescribir la historia con git filter-repo (o git filter-branch) o BFG Repo-Cleaner para eliminar el secreto de TODOS los commits historicos, luego force-push y solicitar a GitHub purgar caches; aun asi el secreto ya esta comprometido y la rotacion sigue siendo obligatoria",C,"(b) correcto: git almacena snapshots por commit; el commit historico CONTIENE el secreto. Solo reescribir la historia (filter-repo) lo elimina del objeto. Y aun asi, debe asumirse comprometido. (a) un commit nuevo deja el viejo intacto en la historia. (c) git revert crea un nuevo commit que deshace cambios pero el commit original (con el secreto) sigue presente.",hard,,,no,0,0,,d44add72-d64e-4ac5-b5c2-fe291061ef8d,2026-05-29T10:42:54.620171+00:00
548,disciplinar,3,Desarrollo de Sistemas de Software,3,Entornos de desarrollo,single,Un equipo implementa CI/CD con esta secuencia: push -> tests unitarios -> build -> tests integracion -> deploy automatico a produccion sin intervencion humana. Esto se llama exactamente Continuous Deployment. Una empresa fintech regulada decide que necesita aprobacion manual antes del deploy a prod. ¿Como se llama el modelo resultante y cual es la diferencia?,"Sigue siendo Continuous Deployment, solo con un paso extra","Continuous Delivery: el pipeline produce un artefacto deployable de forma automatica y CONTINUA, pero el deploy a produccion requiere aprobacion humana. Continuous Deployment se diferencia en que automatiza tambien el ultimo paso a prod","Continuous Integration, porque el deploy manual ya no es continuo",B,"(b) correcto: CD se desambigua: Continuous Delivery = artefacto siempre listo + deploy con aprobacion; Continuous Deployment = artefacto + deploy automatico hasta prod. (a) no son lo mismo, la aprobacion manual es la diferencia definitoria. (c) Continuous Integration es solo merge frecuente + build/test automatico, no incluye el artefacto deployable continuo.",medium,,,no,0,0,,947f220c-7910-4818-92f4-4ab7429f2bc5,2026-05-29T10:42:54.620171+00:00
